"STATION","NAME","DATE","DAPR","DASF","MDPR","MDSF","PRCP","SNOW","TAVG"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-05-18",,,,,"0.14","0.0","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-05-19",,,,,"0.00","0.0","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-05-20",,,,,"0.00","0.0","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-05-21",,,,,"0.42","0.0","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-05-22",,,,,"1.08","0.0","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-05-23",,,,,"0.21","0.0","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-05-24",,,,,"0.00","0.0","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-05-25",,,,,"0.09","0.0","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-05-26",,,,,"0.07","0.0","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-05-27",,,,,"0.03","0.0","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-05-28",,,,,"0.07","0.0","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-05-29",,,,,"0.23","0.0","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-05-30",,,,,"0.00","0.0","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-05-31",,,,,"0.00","0.0","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-01",,,,,"0.80","0.0","57"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-02",,,,,"0.61","0.0","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-03",,,,,"0.01","0.0","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-04",,,,,"0.00","0.0","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-05",,,,,"0.00","0.0","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-06",,,,,"0.00","0.0","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-07",,,,,"0.00","0.0","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-08",,,,,"0.00","0.0","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-09",,,,,"0.00","0.0","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-10",,,,,"0.00","0.0","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-11",,,,,"0.21","0.0","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-12",,,,,"0.00","0.0","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-13",,,,,"0.02","0.0","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-14",,,,,"0.00","0.0","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-15",,,,,"0.00","0.0","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-16",,,,,"0.00","0.0","76"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-17",,,,,"2.36","0.0","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-18",,,,,"0.00","0.0","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-19",,,,,"0.00","0.0","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-20",,,,,"0.00","0.0","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-21",,,,,"0.07","0.0","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-22",,,,,"0.00","0.0","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-23",,,,,"0.16","0.0","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-24",,,,,"0.02","0.0","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-25",,,,,"0.00","0.0","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-26",,,,,"0.00","0.0","78"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-27",,,,,"0.00","0.0","82"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-28",,,,,"0.00","0.0","85"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-29",,,,,"0.00","0.0","77"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-06-30",,,,,"0.02","0.0","82"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-01",,,,,"0.47","0.0","77"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-02",,,,,"0.00","0.0","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-03",,,,,"0.00","0.0","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-04",,,,,"0.91","0.0","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-05",,,,,"0.30","0.0","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-06",,,,,"0.00","0.0","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-07",,,,,"0.00","0.0","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-08",,,,,"0.74","0.0","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-09",,,,,"0.00","0.0","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-10",,,,,"0.00","0.0","79"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-11",,,,,"0.00","0.0","76"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-12",,,,,"0.00","0.0","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-13",,,,,"0.00","0.0","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-14",,,,,"0.00","0.0","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-15",,,,,"0.00","0.0","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-16",,,,,"0.00","0.0","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-17",,,,,"0.31","0.0","77"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-18",,,,,"0.00","0.0","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-19",,,,,"0.00","0.0","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-20",,,,,"0.00","0.0","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-21",,,,,"0.00","0.0","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-22",,,,,"0.00","0.0","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-23",,,,,"0.00","0.0","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-24",,,,,"0.00","0.0","78"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-25",,,,,"0.00","0.0","84"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-26",,,,,"0.00","0.0","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-27",,,,,"0.00","0.0","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-28",,,,,"0.00","0.0","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-29",,,,,"0.00","0.0","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-30",,,,,"0.00","0.0","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-07-31",,,,,"0.00","0.0","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-01",,,,,"0.00","0.0","78"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-02",,,,,"0.00","0.0","80"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-03",,,,,"0.00","0.0","77"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-04",,,,,"0.00","0.0","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-05",,,,,"0.00","0.0","76"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-06",,,,,"0.00","0.0","79"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-07",,,,,"0.00","0.0","86"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-08",,,,,"0.00","0.0","90"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-09",,,,,"0.00","0.0","87"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-10",,,,,"0.33","0.0","82"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-11",,,,,"0.02","0.0","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-12",,,,,"0.31","0.0","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-13",,,,,"0.66","0.0","76"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-14",,,,,"0.35","0.0","77"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-15",,,,,"0.00","0.0","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-16",,,,,"0.00","0.0","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-17",,,,,"0.00","0.0","80"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-18",,,,,"0.00","0.0","78"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-19",,,,,"0.12","0.0","78"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-20",,,,,"0.00","0.0","78"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-21",,,,,"0.00","0.0","77"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-22",,,,,"0.00","0.0","79"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-23",,,,,"0.27","0.0","76"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-24",,,,,"0.00","0.0","76"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-25",,,,,"0.00","0.0","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-26",,,,,"0.00","0.0","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-27",,,,,"0.01","0.0","77"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-28",,,,,"0.00","0.0","77"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-29",,,,,"0.00","0.0","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-30",,,,,"0.00","0.0","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-08-31",,,,,"0.00","0.0","78"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-01",,,,,"0.00","0.0","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-02",,,,,"0.00","0.0","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-03",,,,,"0.00","0.0","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-04",,,,,"0.03","0.0","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-05",,,,,"0.00","0.0","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-06",,,,,"0.00","0.0","67"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-07",,,,,"0.00","0.0","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-08",,,,,"0.00","0.0","74"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-09",,,,,"0.00","0.0","75"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-10",,,,,"0.69","0.0","77"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-11",,,,,"0.00","0.0","73"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-12",,,,,"0.00","0.0","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-13",,,,,"0.00","0.0","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-14",,,,,"1.38","0.0","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-15",,,,,"0.00","0.0","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-16",,,,,"0.00","0.0","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-17",,,,,"0.00","0.0","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-18",,,,,"0.00","0.0","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-19",,,,,"0.00","0.0","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-20",,,,,"0.69","0.0","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-21",,,,,"0.98","0.0","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-22",,,,,"0.00","0.0","70"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-23",,,,,"0.00","0.0","71"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-24",,,,,"0.02","0.0","72"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-25",,,,,"0.27","0.0","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-26",,,,,"0.00","0.0","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-27",,,,,"0.00","0.0","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-28",,,,,"0.00","0.0","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-29",,,,,"0.00","0.0","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-09-30",,,,,"0.53","0.0","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-01",,,,,"0.06","0.0","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-02",,,,,"0.00","0.0","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-03",,,,,"0.00","0.0","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-04",,,,,"0.00","0.0","69"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-05",,,,,"0.00","0.0","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-06",,,,,"0.07","0.0","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-07",,,,,"0.00","0.0","51"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-08",,,,,"0.00","0.0","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-09",,,,,"0.00","0.0","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-10",,,,,"0.00","0.0","57"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-11",,,,,"0.00","0.0","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-12",,,,,"0.00","0.0","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-13",,,,,"0.00","0.0","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-14",,,,,"0.06","0.0","62"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-15",,,,,"0.22","0.0","63"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-16",,,,,"0.06","0.0","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-17",,,,,"0.00","0.0","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-18",,,,,"0.00","0.0","49"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-19",,,,,"0.00","0.0","49"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-20",,,,,"0.00","0.0","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-21",,,,,"0.00","0.0","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-22",,,,,"0.00","0.0","64"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-23",,,,,"0.00","0.0","65"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-24",,,,,"0.00","0.0","66"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-25",,,,,"0.00","0.0","68"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-26",,,,,"0.00","0.0","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-27",,,,,"0.00","0.0","49"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-28",,,,,"0.00","0.0","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-29",,,,,"0.00","0.0","46"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-30",,,,,"0.00","0.0","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-10-31",,,,,"0.00","0.0","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-01",,,,,"0.00","0.0","55"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-02",,,,,"0.00","0.0","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-03",,,,,"0.05","0.0","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-04",,,,,"0.00","0.0","54"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-05",,,,,"0.00","0.0","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-06",,,,,"0.00","0.0","49"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-07",,,,,"0.00","0.0","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-08",,,,,"0.00","0.0","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-09",,,,,"0.00","0.0","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-10",,,,,"0.00","0.0","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-11",,,,,"0.00","0.0","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-12",,,,,"0.00","0.0","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-13",,,,,"0.00","0.0","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-14",,,,,"0.00","0.0","49"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-15",,,,,"0.00","0.0","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-16",,,,,"0.00","0.0","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-17",,,,,"0.00","0.0","46"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-18",,,,,"0.00","0.0","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-19",,,,,"0.00","0.0","51"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-20",,,,,"0.07","0.0","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-21",,,,,"0.00","0.0","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-22",,,,,"0.00","0.0","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-23",,,,,"0.00","0.0","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-24",,,,,"0.08","0.0","56"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-25",,,,,"0.35","0.0","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-26",,,,,"0.00","0.0","57"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-27",,,,,"0.00","0.0","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-28",,,,,"0.00","0.0","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-29",,,,,"0.05","0.0","53"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-11-30",,,,,"0.01","0.0","59"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-01",,,,,"0.00","0.0","61"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-02",,,,,"0.00","0.0","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-03",,,,,"0.00","0.0","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-04",,,,,"0.00","0.0","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-05",,,,,"0.00","0.0","58"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-06",,,,,"0.00","0.0","60"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-07",,,,,"0.02","0.0","55"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-08",,,,,"0.47","0.0","43"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-09",,,,,"0.14","0.0","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-10",,,,,"0.00","0.0","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-11",,,,,"0.00","0.0","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-12",,,,,"0.00","0.0","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-13",,,,,"0.03","0.0","50"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-14",,,,,"0.17","0.0","54"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-15",,,,,"0.00","0.0","48"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-16",,,,,"0.00","0.0","36"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-17",,,,,"0.23","0.0","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-18",,,,,"0.39","0.0","49"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-19",,,,,"0.00","0.0","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-20",,,,,"0.00","0.0","43"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-21",,,,,"0.00","0.0","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-22",,,,,"0.00","0.0","37"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-23",,,,,"0.00","0.0","40"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-24",,,,,"0.39","0.0","44"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-25",,,,,"0.00","0.0","34"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-26",,,,,"0.00","0.0","35"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-27",,,,,"0.00","0.0","31"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-28",,,,,"0.00","0.0","35"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-29",,,,,"0.00","0.0","35"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-30",,,,,"0.00","0.0","29"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2001-12-31",,,,,"0.00","0.0","26"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-01",,,,,"0.00","0.0","29"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-02",,,,,"0.00","0.0","31"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-03",,,,,"0.00","0.0","32"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-04",,,,,"0.00","0.0","33"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-05",,,,,"0.00","0.0","38"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-06",,,,,"0.75","0.0","35"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-07",,,,,"0.05","0.4","32"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-08",,,,,"0.00","0.0","29"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-09",,,,,"0.10","0.0","36"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-10",,,,,"0.00","0.0","44"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-11",,,,,"0.21","0.0","43"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-12",,,,,"0.00","0.0","40"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-13",,,,,"0.03","0.0","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-14",,,,,"0.00","0.0","41"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-15",,,,,"0.00","0.0","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-16",,,,,"0.00","0.0","40"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-17",,,,,"0.00","0.0","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-18",,,,,"0.00","0.0","34"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-19",,,,,"0.35","3.4","29"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-20",,,,,"0.03","0.3","32"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-21",,,,,"0.15","0.0","33"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-22",,,,,"0.00","0.0","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-23",,,,,"0.00","0.0","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-24",,,,,"0.35","0.0","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-25",,,,,"0.00","0.0","42"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-26",,,,,"0.00","0.0","45"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-27",,,,,"0.00","0.0","44"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-28",,,,,"0.00","0.0","49"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-29",,,,,"0.00","0.0","55"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-30",,,,,"0.01","0.0","52"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-01-31",,,,,"0.01","0.0","39"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-02-01",,,,,"0.04","0.0","47"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-02-02",,,,,"0.00","0.0","35"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-02-03",,,,,"0.00","0.0","35"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2002-02-04",,,,,"0.00","0.0","36"
